"Id","BIRTHDATE","DEATHDATE","SSN","DRIVERS","PASSPORT","PREFIX","FIRST","LAST","SUFFIX","MAIDEN","MARITAL","RACE","ETHNICITY","GENDER","BIRTHPLACE","ADDRESS","CITY","STATE","ZIP"
"b6f3f4d5-5f9f-463e-af22-f708723cd10d",2000-12-06,NA,"999-92-6943","S99976951",NA,"Mr.","Ernesto186","Escobar593",NA,NA,NA,"black","dominican","M","Portsmouth  Saint John Parish  DM","408 Predovic Rest","Philadelphia","Pennsylvania",19102
"35cd07ce-7fc6-460d-baad-5c0da0ca5efb",2010-01-31,NA,"999-77-2713",NA,NA,NA,"Rene434","Grady603",NA,NA,NA,"white","irish","M","Philadelphia  Pennsylvania  US","268 Hudson Harbor","Brookhaven","Pennsylvania",19015
"e37d43c5-b2c8-47f4-b9e2-4194e5cbb112",2001-04-12,NA,"999-82-9176","S99940417",NA,"Mr.","Ozzie259","Klein929",NA,NA,NA,"white","italian","M","Ross  Pennsylvania  US","243 Predovic Key","Menallen","Pennsylvania",NA
"921b80fd-df92-405a-bf08-a236d046332f",1940-01-18,2012-08-30,"999-76-5053","S99931205","X70660279X","Mr.","Keneth579","Jacobson885",NA,NA,"S","hispanic","south_american","M","Santiago  Santiago Province  CL","290 Dooley Wynd Suite 27","Reading","Pennsylvania",19601
"9faf39de-7427-430b-bfa1-0455553f3905",1945-05-01,NA,"999-89-1030","S99922832","X37035478X","Ms.","Edra310","Durgan499",NA,NA,"S","white","german","F","Chambersburg  Pennsylvania  US","903 Boyer Forge Apt 9","Amity","Pennsylvania",NA
"5f4a4a3e-72ee-4684-9374-cc9c71872dce",2015-11-01,NA,"999-99-3871",NA,NA,NA,"Roosevelt595","Monahan736",NA,NA,NA,"white","english","M","Tobyhanna  Pennsylvania  US","137 Cremin Rapid Apt 27","Erie","Pennsylvania",16501
"47658899-0778-4ffa-a2cc-cfdca2a2fc1e",1948-12-02,NA,"999-32-5164","S99933982","X30879967X","Mr.","James276","McDermott739",NA,NA,"M","white","irish","M","Tinicum  Pennsylvania  US","1098 Ullrich Gateway","Scranton","Pennsylvania",18411
"7f1e2e9f-d2da-4ca3-96d0-800018a63013",1995-11-16,2007-04-12,"999-90-5029",NA,NA,NA,"Fran41","Boyer713",NA,NA,NA,"white","irish","F","West Hanover  Pennsylvania  US","653 Kuhic Mill Unit 77","Concord","Pennsylvania",NA
"39a10215-5379-4baa-87d9-ddfe1c9aa71e",1987-11-08,NA,"999-45-2498","S99950929","X88178449X","Mr.","Anibal473","Tillman293",NA,NA,"M","white","italian","M","Dunmore  Pennsylvania  US","867 Haag Terrace","North Wales","Pennsylvania",19454
"0e9d3e32-795d-4a8f-9067-9d197a1a3b21",2015-02-18,NA,"999-95-4635",NA,NA,NA,"Melany872","Hamill307",NA,NA,NA,"white","irish","F","Vernon  Pennsylvania  US","689 Haley Trailer Apt 12","Warrington","Pennsylvania",NA
"54224add-9569-43be-ab96-b0d0a186df47",1993-03-17,NA,"999-16-6348","S99931318","X56641714X","Ms.","Dovie983","Runolfsdottir785",NA,NA,NA,"black","west_indian","F","Santo Domingo  National District  DO","742 Welch Camp Unit 1","Philadelphia","Pennsylvania",19102
"f09b676a-3325-41df-8342-b48e1c07e990",1940-01-18,1994-10-20,"999-88-4772","S99954251","X1553952X","Mr.","Jordon466","Gaylord332",NA,NA,"M","hispanic","south_american","M","Sao Paulo  Sao Paulo  BR","770 Cruickshank Course","Reading","Pennsylvania",19601
"23b0a7e1-39e2-4db5-94ec-b1cdc8cc42ab",1946-03-24,2015-06-06,"999-93-6401","S99968556","X89382963X","Mr.","Wilford267","Boehm581",NA,NA,"M","white","irish","M","Conoy  Pennsylvania  US","315 Casper Street Unit 93","Lancaster","Pennsylvania",17601
"e99730e5-0f22-4f8a-b2a3-878d926ec164",1995-11-16,NA,"999-96-7295","S99985925","X2637534X","Ms.","Mitchell808","Bruen238",NA,NA,NA,"white","irish","F","Spring City  Pennsylvania  US","421 Goyette Way Suite 33","Concord","Pennsylvania",NA
"686201c8-5474-4721-baf4-8753c69fab93",1978-10-22,NA,"999-84-8801","S99985866","X56861256X","Mrs.","Kala987","Mayert710",NA,"Bins636","M","white","french","F","Salem  Pennsylvania  US","406 Hilll Crossing","Upper Salford","Pennsylvania",NA
"73d7f965-17eb-4d5b-beba-07ad01ee1c41",1989-10-15,NA,"999-91-3624","S99953166","X74880675X","Mrs.","Bettyann83","Wuckert783",NA,"Bruen238","M","white","irish","F","Mount Carmel  Pennsylvania  US","351 Wiegand Flat","Washington","Pennsylvania",15301
"ab7e8a39-44aa-43c8-aabf-7e0ebcf37c71",2016-09-07,NA,"999-19-3928",NA,NA,NA,"Iliana226","Langworth352",NA,NA,NA,"white","french","F","Emsworth  Pennsylvania  US","809 Bednar Stravenue Unit 67","Coatesville","Pennsylvania",19320
"81ba940c-d554-45f0-bc0c-9023a1711204",1989-12-12,NA,"999-27-9034","S99991532","X28547808X","Mrs.","Lourdes258","Galv<e1>n169",NA,"Valenzuela371","M","hispanic","south_american","F","Salvador  Bahia  BR","314 Buckridge Highlands","Bethlehem","Pennsylvania",18015
"78ddc9f2-743d-411b-bcd9-cc0361ff00b0",2012-11-03,NA,"999-75-3966",NA,NA,NA,"Jonna572","Runolfsson901",NA,NA,NA,"white","irish","F","Washington  Pennsylvania  US","1056 Moore View","Upper Moreland","Pennsylvania",NA
"6e508b2d-c684-4952-8274-1526eb20a4ff",1987-02-15,NA,"999-27-4001","S99955443","X65809125X","Mr.","Roger751","Quitzon246",NA,NA,"M","white","english","M","Scott  Pennsylvania  US","172 Aufderhar Promenade","Westmont","Pennsylvania",15905
"3f1f419f-1609-4fea-bfdb-c75e82bbcea8",1956-07-02,NA,"999-93-4192","S99945619","X1769047X","Mr.","Marc757","Gutkowski940",NA,NA,"M","white","italian","M","Nesquehoning  Pennsylvania  US","106 Barrows Path","Ambridge","Pennsylvania",15003
"926c41af-5821-4fc4-bb67-02a4a7312aa4",1990-10-29,NA,"999-27-2944","S99960073","X8775396X","Ms.","Sulema841","Kohler843",NA,NA,"S","hispanic","central_american","F","Chambersburg  Pennsylvania  US","647 Breitenberg Wynd","Ephrata","Pennsylvania",17522
"38378bbc-a1b2-4557-9620-6a9f222cd542",1940-01-18,NA,"999-23-2001","S99963005","X43710530X","Mr.","Cletus494","Swift555",NA,NA,"M","hispanic","south_american","M","Lima  Lima Province  PE","213 Brown Estate","Reading","Pennsylvania",19601
"1fcd14ea-c8e5-428a-b680-03ca528460ba",1996-04-11,NA,"999-42-5873","S99952167","X15988530X","Mr.","Shirley182","White193",NA,NA,NA,"white","irish","M","Philadelphia  Pennsylvania  US","603 O'Kon Parade","Pittsburgh","Pennsylvania",15106
"e59eb4b3-8dc8-4b7d-b2fb-d22109ccd07c",1999-03-03,NA,"999-85-2571","S99922390","X54324027X","Mr.","Winston220","Monahan736",NA,NA,NA,"white","scottish","M","East Drumore  Pennsylvania  US","546 Windler Spur Suite 78","Philadelphia","Pennsylvania",19102
"e529b749-5c10-4af7-a2ac-ba0949b3d6fc",1946-03-24,NA,"999-71-3107","S99966422","X59740829X","Mr.","Gilbert263","Batz141",NA,NA,"M","white","irish","M","Jonestown  Pennsylvania  US","1097 Mraz Run","Lancaster","Pennsylvania",17601
"4359c490-f0db-472c-828b-2595a9461bf7",1991-05-27,NA,"999-78-8739","S99948567","X26879668X","Mr.","German382","Bergstrom287",NA,NA,"M","white","english","M","Pittsburgh  Pennsylvania  US","844 Tremblay Mall Apt 41","Millcreek","Pennsylvania",NA
"4075d760-e9ff-4a59-a5cb-73201b689365",1964-07-20,NA,"999-31-2713","S99942646","X20758305X","Mrs.","Luz785","Vargas494",NA,"Nava670","M","hispanic","mexican","F","La Paz  Baja California  MX","643 Cole Tunnel","York","Pennsylvania",17401
"7de224e2-5f6d-4e5d-bec1-c1d8ff32092c",2002-06-16,NA,"999-40-3861","S99915518",NA,NA,"Demetrius568","Wiegand701",NA,NA,NA,"white","scottish","F","Plum  Pennsylvania  US","691 Beahan Quay Unit 90","White","Pennsylvania",NA
"5f568502-94dd-4044-ab8f-53ba791ffdd1",2004-06-28,NA,"999-27-5525",NA,NA,NA,"Antonio44","D<ed>az674",NA,NA,NA,"black","dominican","M","Salisbury  Saint Joseph Parish  DM","259 Reinger Ville Suite 97","Philadelphia","Pennsylvania",19102
"a1948c5f-d054-4425-a348-8c880591c31c",1960-07-19,NA,"999-20-7145","S99916920","X42202509X","Mrs.","Aja848","Rutherford999",NA,"Gleichner915","M","asian","asian_indian","F","Slippery Rock  Pennsylvania  US","285 Veum Burg","Upper Southampton","Pennsylvania",NA
"acee1155-c2f8-48e9-b6e4-5acfd6a51b2d",2017-10-15,NA,"999-21-7242",NA,NA,NA,"Manuel446","Jenkins714",NA,NA,NA,"white","italian","M","Newtown  Pennsylvania  US","156 Collins Landing","Murrysville","Pennsylvania",15068
"43f60596-558d-4c8e-b62f-cc4bbeb121f0",1993-05-19,NA,"999-78-6457","S99932548","X20463746X","Ms.","Junie167","Stiedemann542",NA,NA,NA,"white","italian","F","Fairview  Pennsylvania  US","176 Hamill Trailer Apt 99","Monessen","Pennsylvania",15062
"e3be1d8c-3891-4b76-a1be-717bc1c5ca5d",2003-01-25,NA,"999-87-8267","S99937390",NA,NA,"Isis628","Feil794",NA,NA,NA,"white","irish","F","Lower Windsor  Pennsylvania  US","1083 DuBuque Gardens","Farmington","Pennsylvania",15437
"ad2642fe-80d3-417c-833c-d186e065ec9c",1997-05-13,NA,"999-25-1335","S99929586","X88603171X","Ms.","Merry217","Pfeffer420",NA,NA,NA,"white","french","F","Toulouse  Occitanie  FR","235 Abshire Grove Unit 97","Philadelphia","Pennsylvania",19102
"9fcaab95-535d-4f1d-8c5e-950dd3369493",2006-04-07,NA,"999-14-2234",NA,NA,NA,"Courtney281","Crona259",NA,NA,NA,"white","polish","M","Clay  Pennsylvania  US","1088 Jaskolski Passage","Menno","Pennsylvania",NA
"cd75b7eb-3474-4454-aa78-6d8387ecf367",1964-10-17,NA,"999-14-9260","S99952933","X88890668X","Mr.","Connie24","Bayer639",NA,NA,"S","white","swedish","M","Cambridge Springs  Pennsylvania  US","529 Schmeler Course Apt 90","Lower Providence","Pennsylvania",NA
"16ee00be-f677-468c-8808-59c44dbc0114",1992-03-02,NA,"999-65-3905","S99935025","X13530636X","Mr.","Roscoe437","Ratke343",NA,NA,"S","white","german","M","Munich  Bavaria  DE","184 Waters Lock Suite 23","Duryea","Pennsylvania",18640
"8179ee15-fa71-40cb-a58c-e9e516037cfa",2012-05-11,NA,"999-30-3265",NA,NA,NA,"Matthew562","Ortiz186",NA,NA,NA,"white","american","F","Spring  Pennsylvania  US","694 Hand Mill Suite 63","Brookhaven","Pennsylvania",19015
"82dad80c-a9cc-48c8-9106-287b2f275aad",1999-11-19,NA,"999-53-7497","S99973122",NA,"Mr.","Lewis216","Nitzsche158",NA,NA,NA,"black","dominican","M","Chippewa  Pennsylvania  US","408 Wilderman Way Unit 73","Philadelphia","Pennsylvania",19102
"12ee1656-1236-437d-b9c1-68272fbe9686",1994-06-06,NA,"999-77-1691","S99997332","X36077341X","Mr.","Landon622","Grant908",NA,NA,NA,"white","irish","M","Downingtown  Pennsylvania  US","789 Bogan Plaza Unit 72","Philadelphia","Pennsylvania",19102
"61569e0d-95d9-4a48-b553-6e119c5f6067",1983-03-30,NA,"999-49-3868","S99982574","X17472968X","Mr.","Jeffry142","Kris249",NA,NA,"M","asian","chinese","M","Hong Kong  Hong Kong Special Administrative Region  CN","1054 Balistreri Skyway","Harborcreek","Pennsylvania",NA
"4f0aab49-0b67-448b-aae5-39abed25d471",2003-12-27,NA,"999-29-9655",NA,NA,NA,"Brinda322","Bruen238",NA,NA,NA,"white","portuguese","F","Lisbon  Estremadura  PT","380 Windler Parade Suite 3","Manor","Pennsylvania",15636
"9816308b-2d55-41b7-8343-3da731196ac2",2013-07-21,NA,"999-46-9239",NA,NA,NA,"Alfonzo975","Eichmann909",NA,NA,NA,"white","polish","M","Philadelphia  Pennsylvania  US","324 Rodriguez Lane Unit 95","Swatara","Pennsylvania",NA
"0fe786db-ab13-4fb5-8488-254114653f75",1966-03-11,NA,"999-68-2494","S99928634","X41677307X","Mrs.","Vena594","Kilback373",NA,"Abbott774","M","white","irish","F","East Lampeter  Pennsylvania  US","829 O'Kon Meadow","Bridgeport","Pennsylvania",19405
"472fefa8-0827-438f-ae2f-c405c266a080",1945-10-17,NA,"999-11-3750","S99938130","X75847492X","Mr.","Kelly223","Bruen238",NA,NA,"M","white","german","M","Plum  Pennsylvania  US","791 Koch Spur","Pittsburgh","Pennsylvania",15106
"a21bc8f1-7520-4235-b50e-e24b7c2b2bc0",1951-01-03,NA,"999-12-4991","S99970326","X18023108X","Ms.","Saundra460","Herzog843",NA,NA,"S","white","french","F","Perkiomen  Pennsylvania  US","675 Heidenreich Divide Suite 53","Warrington","Pennsylvania",NA
"2f87d0c6-dc6c-4ec3-8884-850e05289586",1954-12-04,NA,"999-22-1206","S99912090","X57277102X","Mrs.","Billye739","Lockman863",NA,"Hilll811","M","white","french_canadian","F","Philadelphia  Pennsylvania  US","1075 Stiedemann Loaf Suite 9","Hanover","Pennsylvania",17331
"13ed88cb-3436-436b-8396-99ee42406f7e",1959-09-03,1992-07-08,"999-35-8705","S99922872","X87789514X","Mrs.","Siu135","Spinka232",NA,"Maggio310","M","asian","chinese","F","Macau  Macao Special Administrative Region of the People's Republic of China  CN","428 Upton Crossing","Elk","Pennsylvania",NA
"db9d216d-3084-4a87-bed0-76c60f3f9bc5",2013-02-19,NA,"999-22-3992",NA,NA,NA,"Shayne60","Olson653",NA,NA,NA,"white","french","M","Montgomery  Pennsylvania  US","872 Kiehn Port Unit 88","Maidencreek","Pennsylvania",NA
"8464f7cd-a04c-410c-b78d-54884476e1c4",1910-05-24,NA,"999-68-4430","S99998341","X1877845X","Mrs.","Yulanda554","Monahan736",NA,"Ratke343","M","white","english","F","Carlisle  Pennsylvania  US","1063 Renner Way","Punxsutawney","Pennsylvania",15767
"10669d91-f665-4794-aa0b-594d639717a5",1949-08-17,NA,"999-11-8255","S99932153","X32986050X","Mr.","Hiram237","Buckridge80",NA,NA,"S","white","irish","M","Meadville  Pennsylvania  US","433 Corkery Gate Suite 19","Philadelphia","Pennsylvania",19102
"5fd3647a-5676-4d15-a7da-afd45679837d",1979-05-07,NA,"999-58-5299","S99953543","X2607243X","Mrs.","Vanda440","Abbott774",NA,"Lindgren255","M","white","german","F","North Huntingdon  Pennsylvania  US","681 Mertz Stravenue","Plains","Pennsylvania",18702
"9a4ed8d3-a3cb-4d5e-ac0e-ec6e32071f40",1940-09-21,2004-03-13,"999-72-3103","S99912957","X52039365X","Mr.","Eldon28","Schinner682",NA,NA,"M","white","swedish","M","Blakely  Pennsylvania  US","898 Lehner Lock","West Nottingham","Pennsylvania",NA
"8986f1fe-67c3-4e85-b54d-cb7143714061",1987-05-25,NA,"999-56-7299","S99921178","X28430923X","Mrs.","Delores12","Dickinson688","PhD","Blanda868","M","white","italian","F","Philadelphia  Pennsylvania  US","1068 Connelly Bypass","Bethel Park","Pennsylvania",15102
"e465302f-0a72-4ec8-99ed-19871fe8e737",2001-06-18,NA,"999-79-7684","S99946143",NA,"Mr.","Shane235","Swift555",NA,NA,NA,"white","irish","M","Briar Creek  Pennsylvania  US","190 Farrell Tunnel Apt 50","Philadelphia","Pennsylvania",19102
"98c9a026-21e2-4e1d-9162-f3beecbce634",1978-04-10,NA,"999-33-9361","S99953111","X40482768X","Mrs.","Lyndsey828","Watsica258",NA,"Lockman863","M","white","english","F","Codorus  Pennsylvania  US","730 Hessel Ferry Apt 30","Conewago","Pennsylvania",NA
"43ba71b9-adf0-4531-bb7a-56f89f7bdb4e",1970-01-15,NA,"999-77-8533","S99973287","X44290576X","Ms.","Olivia294","Duran646",NA,NA,"S","hispanic","central_american","F","San Jose  San Jose  CR","541 Hirthe Approach Unit 4","Scranton","Pennsylvania",18411
"443dfa02-93da-408b-a474-16aeb6fb2425",1940-08-02,2010-07-30,"999-87-1681","S99923889","X79101746X","Mr.","Marcel580","Schaefer657",NA,NA,"M","white","english","M","Hamlin  Pennsylvania  US","167 Wisoky Mall Apt 86","Lancaster","Pennsylvania",17601
"553f6d7d-1bcd-41b9-a0a8-7f813584d2f7",1959-09-03,NA,"999-32-2092","S99924889","X14334179X","Mrs.","Migdalia164","Bernhard322",NA,"Wisozk929","M","asian","chinese","F","Beijing  Beijing Municipality  CN","197 Hermiston Divide Unit 55","Elk","Pennsylvania",NA
"a2ad1a4f-d00b-4d0b-a6be-a5c7b50c3cd5",1967-04-16,NA,"999-21-1811","S99920534","X34878913X","Mr.","Foster87","Barton704",NA,NA,"M","white","irish","M","York  Pennsylvania  US","427 Robel Branch","Portage","Pennsylvania",15946
"c4d970a7-9a7c-451d-941b-8452d5687f66",1964-01-13,NA,"999-50-2210","S99913731","X33152081X","Mr.","Tyrell880","Schmeler639",NA,NA,"M","black","african","M","Coaldale  Pennsylvania  US","443 Berge Lodge","Susquehanna","Pennsylvania",18847
"65bb4115-abb1-4005-bde1-d301733b4ea0",1975-06-08,NA,"999-52-1970","S99979762","X55058158X","Mr.","Agust<ed>n529","Urbina137",NA,NA,"M","hispanic","south_american","M","Santiago  Santiago Province  CL","462 Pacocha Track","Whitehall","Pennsylvania",15227
"4bdb6b26-d2f9-46fa-a0c8-c9e7113595ec",2011-06-03,NA,"999-75-3132",NA,NA,NA,"Danyelle408","Zemlak964",NA,NA,NA,"white","irish","F","Dunmore  Pennsylvania  US","319 Will Spur Apt 45","Monroeville","Pennsylvania",15085
"42fa7f1e-9ff8-46cd-95f6-c6b77bdd8cc2",1940-09-21,NA,"999-15-1518","S99916453","X623354X","Mr.","Abdul218","Nikolaus26",NA,NA,"M","white","swedish","M","West Norriton  Pennsylvania  US","763 Kessler Village Suite 96","West Nottingham","Pennsylvania",NA
"5e7ac42d-5916-4756-9b8a-e0f7a89dd1a9",1991-02-07,NA,"999-76-7377","S99955937","X8641668X","Mr.","Raul814","Waelchi213",NA,NA,"M","white","italian","M","Turin  Piedmont  IT","1063 Johns Overpass Suite 13","South Middleton","Pennsylvania",NA
"9e543d47-06b1-4956-b0b8-91a8d412a569",2011-01-18,NA,"999-13-7368",NA,NA,NA,"Boris111","Stiedemann542",NA,NA,NA,"white","french_canadian","M","East Goshen  Pennsylvania  US","727 Turcotte Green Suite 51","Lower Merion","Pennsylvania",NA
"d444730f-3972-4f5e-891a-1e1a9c016866",1998-08-10,NA,"999-97-9209","S99968084","X85304719X","Ms.","Cherelle538","Bernier607",NA,NA,NA,"hispanic","central_american","F","Plum  Pennsylvania  US","365 O'Keefe Camp","Union","Pennsylvania",NA
"0e8317e1-b6f9-4ee9-b0b9-1ae19a191a34",2011-12-16,NA,"999-64-2156",NA,NA,NA,"Chloe501","Koch169",NA,NA,NA,"white","irish","F","St. Thomas  Pennsylvania  US","117 Green Corner","Harrisburg","Pennsylvania",17101
"b67a9c7b-7207-4209-963d-75aced33a5b0",2015-03-06,NA,"999-88-8849",NA,NA,NA,"Lorena247","Salda<f1>a5",NA,NA,NA,"black","dominican","F","Portsmouth  Saint John Parish  DM","1011 Greenholt Bridge Unit 27","Philadelphia","Pennsylvania",19102
"69fc27d1-3fe8-4a7b-9e88-eb65dba9b0b5",1969-06-01,NA,"999-43-2371","S99967044","X51363915X","Mr.","Darrell400","Collier206",NA,NA,"M","white","swedish","M","Old Forge  Pennsylvania  US","504 Spinka Ranch","West Fallowfield","Pennsylvania",NA
"635dc40b-4639-4ae0-90d2-c68480a426ae",1940-08-02,2008-09-26,"999-17-6631","S99984532","X76163644X","Mr.","Terrell212","Smitham825",NA,NA,"M","white","english","M","Stroud  Pennsylvania  US","1043 Schmitt Gate","Lancaster","Pennsylvania",17601
"a142027f-cd6e-4783-aaa5-17ec1591b7e7",2019-04-16,NA,"999-15-3260",NA,NA,NA,"Dayle885","Murphy561",NA,NA,NA,"white","irish","F","Bedminster  Pennsylvania  US","320 O'Hara Path","Muhlenberg","Pennsylvania",NA
"2d251297-ff9b-4b7e-b8f1-cac6833ef03c",1988-07-10,NA,"999-86-5348","S99973893","X75059110X","Mr.","Royce974","King743",NA,NA,"M","white","irish","M","Crafton  Pennsylvania  US","856 Hessel Parade Apt 98","Robinson","Pennsylvania",15949
"c6c05652-bf49-457a-81de-e0067f4f3cbb",1978-10-26,NA,"999-29-6102","S99999009","X64932612X","Mr.","Johnnie679","Cassin499",NA,NA,"S","white","swedish","M","Philadelphia  Pennsylvania  US","300 Gottlieb Route Suite 23","Lower Nazareth","Pennsylvania",NA
"d4791278-4e98-44fb-be4e-f167c54a7be5",1950-10-12,NA,"999-59-5020","S99963149","X43235148X","Mr.","Brent147","Green467",NA,NA,"S","hispanic","south_american","M","Philadelphia  Pennsylvania  US","472 Lebsack Track","Bethel","Pennsylvania",19507
"14923ae5-9fa9-4aef-adc5-cc9e95cb6424",1958-12-30,NA,"999-16-1084","S99923078","X76492168X","Mr.","Chong355","Altenwerth646",NA,NA,"M","white","russian","M","Bradford  Pennsylvania  US","590 Goodwin Path Apt 16","Springettsbury","Pennsylvania",NA
"79b0a165-6e38-40e1-b012-f908bb876949",1939-02-18,NA,"999-92-1790","S99916175","X45622381X","Mrs.","Marline710","Braun514",NA,"Wiza601","M","white","french","F","Philadelphia  Pennsylvania  US","856 Nolan Well Apt 66","Bridgewater","Pennsylvania",15009
"f591b322-7cf3-48f8-a9ff-0b5538b5a512",1927-12-25,1993-03-15,"999-50-5700","S99913104","X84823902X","Mr.","Warren653","Turner526",NA,NA,"M","white","english","M","Pittsburgh  Pennsylvania  US","826 Jones Tunnel","Carnegie","Pennsylvania",15106
"c3c0b297-a073-4cdc-a09e-ea59e6b60192",1999-08-28,NA,"999-24-7682","S99958520",NA,"Mr.","Alejandro916","C<f3>rdova800",NA,NA,NA,"hispanic","mexican","M","Juarez  Chihuahua  MX","509 Haag Alley Apt 23","Phoenixville","Pennsylvania",19460
"0f2965a8-f068-4636-abfb-92e36e4d6786",1949-07-15,1994-01-21,"999-72-9072","S99925612","X89760444X","Mr.","Matt836","Lockman863",NA,NA,"M","white","irish","M","Lower Frederick  Pennsylvania  US","680 Goodwin Crossing Unit 27","North Fayette","Pennsylvania",NA
"a3c1248d-52f1-41b5-a6ad-bbb932529007",1956-12-03,NA,"999-23-3695","S99951494","X87184348X","Mr.","Jeremy766","Casper496",NA,NA,"M","white","polish","M","Wilkins  Pennsylvania  US","690 Goyette Crossroad","Hazleton","Pennsylvania",18201
"fd8954aa-f44f-47e5-aec9-5d93c9bd184f",1976-05-14,NA,"999-69-2251","S99981866","X5114440X","Mrs.","Lien262","Stanton715",NA,"Wintheiser220","M","white","irish","F","Conewago  Pennsylvania  US","858 Marks Ranch Suite 1","Middleburg","Pennsylvania",17842
"2719b6ff-b628-4862-bd6d-13c387f3d6d0",1940-08-02,NA,"999-64-4182","S99955202","X23083976X","Mr.","Robbie31","Konopelski743",NA,NA,"M","white","english","M","Tredyffrin  Pennsylvania  US","924 Paucek Mission","Lancaster","Pennsylvania",17601
"5443354f-085a-4f5b-bc33-018a77d5d418",1994-10-17,NA,"999-50-7714","S99920564","X15989982X","Ms.","Conchita9","Prohaska837",NA,NA,NA,"white","irish","F","Hopewell  Pennsylvania  US","604 Connelly Underpass Unit 21","Vanport","Pennsylvania",NA
"a4236407-2f43-44b3-b2e6-6582c2939d09",2013-02-22,NA,"999-89-5372",NA,NA,NA,"Christene303","Murray856",NA,NA,NA,"white","english","F","Pine  Pennsylvania  US","216 McCullough Lane","South Huntingdon","Pennsylvania",NA
"c6275fa1-8936-4be1-ab65-4b64b7a3f738",1962-07-18,NA,"999-52-1404","S99946039","X1802170X","Mr.","Jon665","Okuneva707",NA,NA,"M","white","italian","M","Philadelphia  Pennsylvania  US","191 Bechtelar Promenade Suite 23","North Sewickley","Pennsylvania",NA
"114f4514-d3ed-41bd-857e-93536edc1abe",1965-12-15,NA,"999-93-7847","S99978910","X54113205X","Mr.","Randal152","Kerluke267",NA,NA,"M","white","irish","M","Allentown  Pennsylvania  US","937 Fadel Brook Suite 84","Philadelphia","Pennsylvania",19102
"dd3b3fef-5813-4634-8d36-8cab600956f3",1949-07-15,2015-11-20,"999-29-7989","S99910926","X85637225X","Mr.","Brendon298","Greenholt190",NA,NA,"S","white","irish","M","Maidencreek  Pennsylvania  US","495 Skiles Divide Suite 31","North Fayette","Pennsylvania",NA
"12e91c48-1502-4b6c-990c-08eb0815b3cb",1966-11-24,NA,"999-77-8645","S99944812","X11523469X","Mrs.","Darnell564","Fadel536",NA,"Boyle917","M","white","italian","F","Radnor  Pennsylvania  US","527 Waelchi Underpass Apt 35","Rockefeller","Pennsylvania",NA
"76f39e26-3848-46c5-8708-be4bc1b43e85",2011-03-06,NA,"999-69-2670",NA,NA,NA,"Edmundo94","Feeney44",NA,NA,NA,"white","irish","M","Philadelphia  Pennsylvania  US","633 Hoeger Loaf","Radnor","Pennsylvania",NA
"d7ce3a48-5fc3-43b5-8feb-def73d40c175",1984-01-23,NA,"999-54-7626","S99961412","X81893572X","Mrs.","Taren286","Dare640",NA,"Armstrong51","M","white","irish","F","Pittsburgh  Pennsylvania  US","185 Hamill Fork Unit 54","North Coventry","Pennsylvania",NA
"50a1ae46-a02f-488b-bb22-9bb01d134008",2002-02-14,NA,"999-60-8136","S99997111",NA,NA,"Twila243","Spencer878",NA,NA,NA,"white","italian","F","Brecknock  Pennsylvania  US","383 Terry Rest","Bridgeville","Pennsylvania",15017
"03cfde5e-4969-45c8-9a87-ae24dec0695b",1951-07-09,NA,"999-84-4756","S99995482","X5717111X","Mr.","Homer307","Williamson769",NA,NA,"M","white","french_canadian","M","Philadelphia  Pennsylvania  US","939 Balistreri Light Apt 67","Glassport","Pennsylvania",15045
"ae3f73d8-5288-404b-894c-a80ef773f560",2002-06-06,NA,"999-47-6489","S99983533",NA,NA,"Erwin847","Keeling57",NA,NA,NA,"black","african","M","Susquehanna  Pennsylvania  US","477 McCullough Skyway Suite 89","Philadelphia","Pennsylvania",19102
"e9b3742b-3a8a-46a9-b348-73e22d0990c0",1942-03-15,1955-10-15,"999-74-2952",NA,NA,NA,"Kylie930","Hills818",NA,NA,NA,"white","french","F","White Oak  Pennsylvania  US","384 Ruecker Brook Suite 89","Guilford","Pennsylvania",17202
"b7418b37-ff94-417c-b17a-a907500013d4",1993-12-27,NA,"999-21-4993","S99997563","X69957569X","Ms.","Roberto515","Volkman526",NA,NA,NA,"white","irish","F","Venango  Pennsylvania  US","229 Okuneva Ramp","Philadelphia","Pennsylvania",19102
"7a3e30fe-c325-4524-aa36-57132e902c09",1980-12-31,1982-10-13,"999-15-8150",NA,NA,NA,"Mila257","Davis923",NA,NA,NA,"white","french","F","Lower Moreland  Pennsylvania  US","837 Beer Corner Suite 26","Young","Pennsylvania",NA
"c2a452cf-1d3b-4363-89f9-b53b38d19b00",1949-07-15,NA,"999-30-1474","S99971517","X87843084X","Mr.","Johnie961","Rohan584",NA,NA,"M","white","irish","M","Jenks  Pennsylvania  US","729 Stehr Haven","North Fayette","Pennsylvania",NA
"80061801-38d1-4fec-8226-fba7a7d3f517",1954-08-02,2018-08-14,"999-54-2237","S99944724","X12492512X","Mr.","Damion480","Dickinson688",NA,NA,"S","white","english","M","Peach Bottom  Pennsylvania  US","310 Larson Walk","Sinking Spring","Pennsylvania",19608
"022dc50d-b401-49df-84f8-7c882c09f7be",1963-02-15,NA,"999-53-8534","S99939061","X64472822X","Mrs.","Verla696","Reilly981",NA,"Kuvalis369","M","white","french","F","Carlisle  Pennsylvania  US","859 Satterfield Approach Suite 86","Unity","Pennsylvania",NA
